"","Time","Susceptible","Exposed","Infected","Removed","Event"
"18977",8.0092046247989,2468,555,2610,4467,3
"18978",8.00941544949881,2468,554,2611,4467,2
"18979",8.00960433411202,2468,554,2610,4468,3
"18980",8.00979314162417,2468,553,2611,4468,2
"18981",8.01005282014246,2468,553,2610,4469,3
"18982",8.01007110630033,2468,553,2609,4470,3
"18983",8.01058594164239,2468,552,2610,4470,2
"18984",8.01059295209243,2468,552,2609,4471,3
"18985",8.01104832249738,2468,552,2608,4472,3
"18986",8.01109599271169,2468,552,2607,4473,3
"18987",8.01151944513468,2467,553,2607,4473,1
"18988",8.01183154912684,2466,554,2607,4473,1
"18989",8.01292402585906,2465,555,2607,4473,1
"18990",8.01313886696771,2465,555,2606,4474,3
"18991",8.01366878338409,2465,554,2607,4474,2
"18992",8.01367284805063,2465,553,2608,4474,2
"18993",8.0136794527756,2465,553,2607,4475,3
"18994",8.01408010383455,2465,552,2608,4475,2
"18995",8.01410061420222,2465,552,2607,4476,3
"18996",8.01456597892511,2465,551,2608,4476,2
"18997",8.0146576954089,2464,552,2608,4476,1
"18998",8.01484061362337,2463,553,2608,4476,1
"18999",8.01506979783746,2463,553,2607,4477,3
"19000",8.01516747130685,2462,554,2607,4477,1
"19001",8.01519396857949,2462,554,2606,4478,3
"19002",8.01568647346217,2462,554,2605,4479,3
"19003",8.01588796185534,2462,553,2606,4479,2
"19004",8.01590730877838,2462,553,2605,4480,3
"19005",8.01622293985717,2461,554,2605,4480,1
"19006",8.0163712127795,2461,553,2606,4480,2
"19007",8.01686725780413,2460,554,2606,4480,1
"19008",8.01731826304802,2460,553,2607,4480,2
"19009",8.01750299766778,2460,553,2606,4481,3
"19010",8.01787041538981,2459,554,2606,4481,1
"19011",8.01788110441801,2458,555,2606,4481,1
"19012",8.01845558261312,2458,554,2607,4481,2
"19013",8.01980196142339,2458,554,2606,4482,3
"19014",8.01998441540419,2458,553,2607,4482,2
"19015",8.02037054093778,2458,553,2606,4483,3
"19016",8.02049138445013,2457,554,2606,4483,1
"19017",8.02050479929912,2457,553,2607,4483,2
"19018",8.02064363353596,2456,554,2607,4483,1
"19019",8.02073036277012,2455,555,2607,4483,1
"19020",8.02078504096555,2455,554,2608,4483,2
"19021",8.02085632224175,2455,554,2607,4484,3
"19022",8.02138689178973,2455,554,2606,4485,3
"19023",8.0214455044991,2455,553,2607,4485,2
"19024",8.02197767517915,2455,553,2606,4486,3
"19025",8.02215711119047,2454,554,2606,4486,1
"19026",8.02225150592261,2454,553,2607,4486,2
"19027",8.02300990448735,2454,552,2608,4486,2
"19028",8.02334322117076,2454,552,2607,4487,3
"19029",8.02336957683511,2454,552,2606,4488,3
"19030",8.02342873248236,2454,551,2607,4488,2
"19031",8.02345089664836,2453,552,2607,4488,1
"19032",8.0236290130402,2453,552,2606,4489,3
